Fecha;Hora;"Demanda
[MW]"
24-01-2021;5;7702
24-01-2021;6;7613
24-01-2021;7;7594
24-01-2021;8;7423
24-01-2021;9;7520
24-01-2021;10;7818
24-01-2021;11;8200
24-01-2021;12;8496
24-01-2021;13;8772
24-01-2021;14;8954
24-01-2021;15;8980
24-01-2021;16;8933
24-01-2021;17;8913
24-01-2021;18;8873
24-01-2021;19;8920
24-01-2021;20;8929
24-01-2021;21;8997
24-01-2021;22;9488
24-01-2021;23;9429
24-01-2021;24;9045
25-01-2021;1;8675
25-01-2021;2;8344
25-01-2021;3;8067
25-01-2021;4;7987
25-01-2021;5;7922
25-01-2021;6;7984
25-01-2021;7;8136
25-01-2021;8;8415
25-01-2021;9;9067
25-01-2021;10;9644
25-01-2021;11;9971
25-01-2021;12;10198
25-01-2021;13;10365
25-01-2021;14;10447
25-01-2021;15;10616
25-01-2021;16;10687
25-01-2021;17;10672
25-01-2021;18;10468
25-01-2021;19;10172
25-01-2021;20;9892
25-01-2021;21;9907
25-01-2021;22;10313
25-01-2021;23;10258
25-01-2021;24;9743
26-01-2021;1;9286
26-01-2021;2;8814
26-01-2021;3;8550
26-01-2021;4;8443
26-01-2021;5;8400
26-01-2021;6;8408
26-01-2021;7;8477
26-01-2021;8;8721
26-01-2021;9;9259
26-01-2021;10;9672
26-01-2021;11;9955
26-01-2021;12;10189
26-01-2021;13;10274
26-01-2021;14;10402
26-01-2021;15;10471
26-01-2021;16;10530
26-01-2021;17;10560
26-01-2021;18;10267
26-01-2021;19;9976
26-01-2021;20;9672
26-01-2021;21;9752
26-01-2021;22;10159
26-01-2021;23;9964
26-01-2021;24;9547
27-01-2021;1;9046
27-01-2021;2;8659
27-01-2021;3;8424
27-01-2021;4;8337
27-01-2021;5;8244
27-01-2021;6;8287
27-01-2021;7;8457
27-01-2021;8;8590
27-01-2021;9;9183
27-01-2021;10;9700
27-01-2021;11;9987
27-01-2021;12;10179
27-01-2021;13;10228
27-01-2021;14;10409
27-01-2021;15;10533
27-01-2021;16;10479
27-01-2021;17;10396
27-01-2021;18;10203
27-01-2021;19;9946
27-01-2021;20;9733
27-01-2021;21;9708
27-01-2021;22;10108
27-01-2021;23;10050
27-01-2021;24;9538
28-01-2021;1;9103
28-01-2021;2;8706
28-01-2021;3;8420
28-01-2021;4;8313
28-01-2021;5;8186
28-01-2021;6;8207
28-01-2021;7;8383
28-01-2021;8;8505
28-01-2021;9;9061
28-01-2021;10;9595
28-01-2021;11;9912
28-01-2021;12;10100
28-01-2021;13;10164
28-01-2021;14;10282
28-01-2021;15;10347
28-01-2021;16;10282
28-01-2021;17;10100
28-01-2021;18;9844
28-01-2021;19;9600
28-01-2021;20;9478
28-01-2021;21;9517
28-01-2021;22;9899
28-01-2021;23;9764
28-01-2021;24;9336
29-01-2021;1;8981
29-01-2021;2;8558
29-01-2021;3;8323
29-01-2021;4;8213
29-01-2021;5;8175
29-01-2021;6;8191
29-01-2021;7;8354
29-01-2021;8;8592
29-01-2021;9;9104
29-01-2021;10;9566
29-01-2021;11;9816
29-01-2021;12;9965
29-01-2021;13;10002
29-01-2021;14;10017
29-01-2021;15;10034
29-01-2021;16;9795
29-01-2021;17;9747
29-01-2021;18;9673
29-01-2021;19;9296
29-01-2021;20;9125
29-01-2021;21;9266
29-01-2021;22;9411
29-01-2021;23;9162
29-01-2021;24;8832
30-01-2021;1;8470
30-01-2021;2;8168
30-01-2021;3;7890
30-01-2021;4;7732
30-01-2021;5;7686
30-01-2021;6;7655
30-01-2021;7;7650
30-01-2021;8;7578
30-01-2021;9;7765
30-01-2021;10;8081
30-01-2021;11;8427
30-01-2021;12;8618
30-01-2021;13;8741
30-01-2021;14;8936
30-01-2021;15;8921
30-01-2021;16;8777
30-01-2021;17;8692
30-01-2021;18;8611
30-01-2021;19;8606
30-01-2021;20;8575
30-01-2021;21;8664
30-01-2021;22;9037
30-01-2021;23;8869
30-01-2021;24;8497
31-01-2021;1;8199
31-01-2021;2;7834
31-01-2021;3;7591
31-01-2021;4;7419
31-01-2021;5;7283
31-01-2021;6;7204
31-01-2021;7;7191
31-01-2021;8;7076
31-01-2021;9;7141
31-01-2021;10;7237
31-01-2021;11;7680
31-01-2021;12;8005
31-01-2021;13;8140
31-01-2021;14;8328
31-01-2021;15;8347
31-01-2021;16;8262
31-01-2021;17;8233
31-01-2021;18;8216
31-01-2021;19;8167
31-01-2021;20;8202
31-01-2021;21;8437
31-01-2021;22;8992
31-01-2021;23;8875
31-01-2021;24;8474
01-02-2021;1;8190
01-02-2021;2;7852
01-02-2021;3;7611
01-02-2021;4;7497
01-02-2021;5;7472
01-02-2021;6;7529
01-02-2021;7;7799
01-02-2021;8;8057
01-02-2021;9;8592
01-02-2021;10;9151
01-02-2021;11;9524
01-02-2021;12;9625
01-02-2021;13;9678
01-02-2021;14;9693
01-02-2021;15;9773
01-02-2021;16;9763
01-02-2021;17;9640
01-02-2021;18;9512
01-02-2021;19;9286
01-02-2021;20;9196
01-02-2021;21;9231
01-02-2021;22;9746
01-02-2021;23;9682
01-02-2021;24;9270
02-02-2021;1;8746
02-02-2021;2;8390
02-02-2021;3;8145
02-02-2021;4;8042
02-02-2021;5;8014
02-02-2021;6;7997
02-02-2021;7;8133
02-02-2021;8;8339
02-02-2021;9;8696
02-02-2021;10;9087
02-02-2021;11;9413
02-02-2021;12;9539
02-02-2021;13;9699
02-02-2021;14;9911
02-02-2021;15;10028
02-02-2021;16;9990
02-02-2021;17;9933
02-02-2021;18;9768
02-02-2021;19;9606
02-02-2021;20;9481
02-02-2021;21;9441
02-02-2021;22;9809
02-02-2021;23;9671
02-02-2021;24;9306
03-02-2021;1;8760
03-02-2021;2;8316
03-02-2021;3;8063
03-02-2021;4;7941
03-02-2021;5;7780
03-02-2021;6;7975
03-02-2021;7;8145
03-02-2021;8;8251
03-02-2021;9;8681
03-02-2021;10;9068
03-02-2021;11;9375
03-02-2021;12;9602
03-02-2021;13;9747
03-02-2021;14;9883
03-02-2021;15;9937
03-02-2021;16;10025
03-02-2021;17;9994
03-02-2021;18;9828
03-02-2021;19;9616
03-02-2021;20;9349
03-02-2021;21;9255
03-02-2021;22;9734
03-02-2021;23;9620
03-02-2021;24;9260
04-02-2021;1;8925
04-02-2021;2;8504
04-02-2021;3;8233
04-02-2021;4;8065
04-02-2021;5;8096
04-02-2021;6;8155
04-02-2021;7;8357
04-02-2021;8;8508
04-02-2021;9;9078
04-02-2021;10;9601
04-02-2021;11;9872
04-02-2021;12;10157
04-02-2021;13;10375
04-02-2021;14;10459
04-02-2021;15;10373
04-02-2021;16;10583
04-02-2021;17;10507
04-02-2021;18;10313
04-02-2021;19;9961
04-02-2021;20;9728
04-02-2021;21;9675
04-02-2021;22;10108
04-02-2021;23;9970
04-02-2021;24;9546
05-02-2021;1;9089
05-02-2021;2;8721
05-02-2021;3;8465
05-02-2021;4;8230
05-02-2021;5;8213
05-02-2021;6;8194
05-02-2021;7;8337
05-02-2021;8;8527
05-02-2021;9;8993
05-02-2021;10;9477
05-02-2021;11;9718
05-02-2021;12;9853
05-02-2021;13;9947
05-02-2021;14;9956
05-02-2021;15;10056
05-02-2021;16;10104
05-02-2021;17;10003
05-02-2021;18;9818
05-02-2021;19;9467
05-02-2021;20;9438
05-02-2021;21;9339
05-02-2021;22;9798
05-02-2021;23;9680
05-02-2021;24;9434
06-02-2021;1;8925
06-02-2021;2;8548
06-02-2021;3;8232
06-02-2021;4;8159
06-02-2021;5;8070
06-02-2021;6;8044
06-02-2021;7;8111
06-02-2021;8;7967
06-02-2021;9;8297
06-02-2021;10;8704
06-02-2021;11;8990
06-02-2021;12;9189
06-02-2021;13;9264
06-02-2021;14;9311
06-02-2021;15;9267
06-02-2021;16;9208
06-02-2021;17;8968
06-02-2021;18;8955
06-02-2021;19;8915
06-02-2021;20;8884
06-02-2021;21;8989
06-02-2021;22;9408
06-02-2021;23;9163
06-02-2021;24;8805
07-02-2021;1;8386
07-02-2021;2;8024
07-02-2021;3;7729
07-02-2021;4;7592
07-02-2021;5;7568
07-02-2021;6;7562
07-02-2021;7;7563
07-02-2021;8;7404
07-02-2021;9;7434
07-02-2021;10;7810
07-02-2021;11;8015
07-02-2021;12;8107
07-02-2021;13;8281
07-02-2021;14;8477
07-02-2021;15;8556
07-02-2021;16;8476
07-02-2021;17;8369
07-02-2021;18;8336
07-02-2021;19;8430
07-02-2021;20;8449
07-02-2021;21;8697
07-02-2021;22;9282
07-02-2021;23;9188
07-02-2021;24;8867
08-02-2021;1;8504
08-02-2021;2;8180
08-02-2021;3;7947
08-02-2021;4;7786
08-02-2021;5;7799
08-02-2021;6;7849
08-02-2021;7;8022
08-02-2021;8;8229
08-02-2021;9;8802
08-02-2021;10;9364
08-02-2021;11;9637
08-02-2021;12;9940
08-02-2021;13;10031
08-02-2021;14;10200
08-02-2021;15;10247
08-02-2021;16;10172
08-02-2021;17;10148
08-02-2021;18;9951
08-02-2021;19;9738
08-02-2021;20;9575
08-02-2021;21;9616
08-02-2021;22;9999
08-02-2021;23;9786
08-02-2021;24;9384
09-02-2021;1;8959
09-02-2021;2;8481
09-02-2021;3;8202
09-02-2021;4;8112
09-02-2021;5;8096
09-02-2021;6;8164
09-02-2021;7;8313
09-02-2021;8;8368
09-02-2021;9;8792
09-02-2021;10;9380
09-02-2021;11;9472
09-02-2021;12;9741
09-02-2021;13;9907
09-02-2021;14;10056
09-02-2021;15;10210
09-02-2021;16;10256
09-02-2021;17;10243
09-02-2021;18;10007
09-02-2021;19;9678
09-02-2021;20;9565
09-02-2021;21;9610
09-02-2021;22;9753
09-02-2021;23;9977
09-02-2021;24;9572
10-02-2021;1;9054
10-02-2021;2;8641
10-02-2021;3;8380
10-02-2021;4;8251
10-02-2021;5;8111
10-02-2021;6;8261
10-02-2021;7;8395
10-02-2021;8;8579
10-02-2021;9;8961
10-02-2021;10;9534
10-02-2021;11;9842
10-02-2021;12;10037
10-02-2021;13;10139
10-02-2021;14;10276
10-02-2021;15;10361
10-02-2021;16;10368
10-02-2021;17;10266
10-02-2021;18;10024
10-02-2021;19;9868
10-02-2021;20;9703
10-02-2021;21;9781
10-02-2021;22;10086
10-02-2021;23;9912
10-02-2021;24;9553
11-02-2021;1;9070
11-02-2021;2;8708
11-02-2021;3;8455
11-02-2021;4;8278
11-02-2021;5;8223
11-02-2021;6;8308
11-02-2021;7;8424
11-02-2021;8;8668
11-02-2021;9;9219
11-02-2021;10;9625
11-02-2021;11;9848
11-02-2021;12;9994
11-02-2021;13;10092
11-02-2021;14;10143
11-02-2021;15;10211
11-02-2021;16;10242
11-02-2021;17;10100
11-02-2021;18;9926
11-02-2021;19;9619
11-02-2021;20;9390
11-02-2021;21;9476
11-02-2021;22;9907
11-02-2021;23;9748
11-02-2021;24;9317
12-02-2021;1;8899
12-02-2021;2;8493
12-02-2021;3;8236
12-02-2021;4;8089
12-02-2021;5;7961
12-02-2021;6;8017
12-02-2021;7;8243
12-02-2021;8;8483
12-02-2021;9;8944
12-02-2021;10;9411
12-02-2021;11;9642
12-02-2021;12;9723
12-02-2021;13;9815
12-02-2021;14;9940
12-02-2021;15;10005
12-02-2021;16;10093
12-02-2021;17;9995
12-02-2021;18;9800
12-02-2021;19;9473
12-02-2021;20;9399
12-02-2021;21;9368
12-02-2021;22;9791
12-02-2021;23;9597
12-02-2021;24;9316
13-02-2021;1;9002
13-02-2021;2;8718
13-02-2021;3;8438
13-02-2021;4;8242
13-02-2021;5;8201
13-02-2021;6;8208
13-02-2021;7;8205
13-02-2021;8;8163
13-02-2021;9;8387
13-02-2021;10;8786
13-02-2021;11;9135
13-02-2021;12;9242
13-02-2021;13;9255
13-02-2021;14;9273
13-02-2021;15;9284
13-02-2021;16;9166
13-02-2021;17;9024
13-02-2021;18;9006
13-02-2021;19;8998
13-02-2021;20;8961
13-02-2021;21;9074
13-02-2021;22;9441
13-02-2021;23;9265
13-02-2021;24;8943
14-02-2021;1;8486
14-02-2021;2;8124
14-02-2021;3;7849
14-02-2021;4;7661
14-02-2021;5;7522
14-02-2021;6;7450
14-02-2021;7;7425
14-02-2021;8;7264
14-02-2021;9;7348
14-02-2021;10;7657
14-02-2021;11;7986
14-02-2021;12;8182
14-02-2021;13;8326
14-02-2021;14;8502
14-02-2021;15;8533
14-02-2021;16;8450
14-02-2021;17;8414
14-02-2021;18;8439
14-02-2021;19;8417
14-02-2021;20;8468
14-02-2021;21;8671
14-02-2021;22;9134
14-02-2021;23;8975
14-02-2021;24;8576
15-02-2021;1;8248
15-02-2021;2;7888
15-02-2021;3;7657
15-02-2021;4;7555
15-02-2021;5;7528
15-02-2021;6;7643
15-02-2021;7;7859
15-02-2021;8;8165
15-02-2021;9;8799
15-02-2021;10;9300
15-02-2021;11;9592
15-02-2021;12;9813
15-02-2021;13;9853
15-02-2021;14;9962
15-02-2021;15;10104
15-02-2021;16;10150
15-02-2021;17;10115
15-02-2021;18;9960
15-02-2021;19;9635
15-02-2021;20;9529
15-02-2021;21;9767
15-02-2021;22;10140
15-02-2021;23;9928
15-02-2021;24;9460
16-02-2021;1;9045
16-02-2021;2;8636
16-02-2021;3;8352
16-02-2021;4;8177
16-02-2021;5;8158
16-02-2021;6;8269
16-02-2021;7;8386
16-02-2021;8;8580
16-02-2021;9;9031
16-02-2021;10;9423
16-02-2021;11;9660
16-02-2021;12;9771
16-02-2021;13;9819
16-02-2021;14;9928
16-02-2021;15;10009
16-02-2021;16;9997
16-02-2021;17;9875
16-02-2021;18;9647
16-02-2021;19;9464
16-02-2021;20;9474
16-02-2021;21;9601
16-02-2021;22;9960
16-02-2021;23;9733
16-02-2021;24;9291
17-02-2021;1;8882
17-02-2021;2;8523
17-02-2021;3;8316
17-02-2021;4;8192
17-02-2021;5;8135
17-02-2021;6;8191
17-02-2021;7;8347
17-02-2021;8;8605
17-02-2021;9;9047
17-02-2021;10;9518
17-02-2021;11;9715
17-02-2021;12;9868
17-02-2021;13;9908
17-02-2021;14;9988
17-02-2021;15;10087
17-02-2021;16;10058
17-02-2021;17;9911
17-02-2021;18;9700
17-02-2021;19;9436
17-02-2021;20;9309
17-02-2021;21;9538
17-02-2021;22;9903
17-02-2021;23;9793
17-02-2021;24;9345
18-02-2021;1;8895
18-02-2021;2;8458
18-02-2021;3;8233
18-02-2021;4;8102
18-02-2021;5;8019
18-02-2021;6;8033
18-02-2021;7;8176
18-02-2021;8;8392
18-02-2021;9;8941
18-02-2021;10;9408
18-02-2021;11;9656
18-02-2021;12;9785
18-02-2021;13;9834
18-02-2021;14;10003
18-02-2021;15;10076
18-02-2021;16;10050
18-02-2021;17;10021
18-02-2021;18;9788
18-02-2021;19;9549
18-02-2021;20;9364
18-02-2021;21;9498
18-02-2021;22;9895
18-02-2021;23;9672
18-02-2021;24;9185
19-02-2021;1;8845
19-02-2021;2;8449
19-02-2021;3;8212
19-02-2021;4;8158
19-02-2021;5;8046
19-02-2021;6;8116
19-02-2021;7;8277
19-02-2021;8;8538
19-02-2021;9;9080
19-02-2021;10;9605
19-02-2021;11;9883
19-02-2021;12;10023
19-02-2021;13;10153
19-02-2021;14;10252
19-02-2021;15;10282
19-02-2021;16;10343
19-02-2021;17;10140
19-02-2021;18;9868
19-02-2021;19;9576
19-02-2021;20;9427
19-02-2021;21;9579
19-02-2021;22;9994
19-02-2021;23;9878
19-02-2021;24;9459
20-02-2021;1;9133
20-02-2021;2;8780
20-02-2021;3;8527
20-02-2021;4;8376
20-02-2021;5;8367
20-02-2021;6;8332
20-02-2021;7;8446
20-02-2021;8;8444
20-02-2021;9;8586
20-02-2021;10;8986
20-02-2021;11;9274
20-02-2021;12;9475
20-02-2021;13;9601
20-02-2021;14;9728
20-02-2021;15;9729
20-02-2021;16;9633
20-02-2021;17;9398
20-02-2021;18;9301
20-02-2021;19;9196
20-02-2021;20;9164
20-02-2021;21;9323
20-02-2021;22;9731
20-02-2021;23;9520
20-02-2021;24;9132
21-02-2021;1;8812
21-02-2021;2;8467
21-02-2021;3;8217
21-02-2021;4;8026
21-02-2021;5;8008
21-02-2021;6;7946
21-02-2021;7;7906
21-02-2021;8;7809
21-02-2021;9;7845
21-02-2021;10;8229
21-02-2021;11;8546
21-02-2021;12;8819
21-02-2021;13;9020
21-02-2021;14;9203
21-02-2021;15;9169
21-02-2021;16;9076
21-02-2021;17;9019
21-02-2021;18;8937
21-02-2021;19;8929
21-02-2021;20;8944
21-02-2021;21;9209
21-02-2021;22;9651
21-02-2021;23;9480
21-02-2021;24;9073
22-02-2021;1;8693
22-02-2021;2;8437
22-02-2021;3;8158
22-02-2021;4;8030
22-02-2021;5;8033
22-02-2021;6;8074
22-02-2021;7;8310
22-02-2021;8;8658
22-02-2021;9;9226
22-02-2021;10;9692
22-02-2021;11;10055
22-02-2021;12;10299
22-02-2021;13;10421
22-02-2021;14;10505
22-02-2021;15;10597
22-02-2021;16;10612
22-02-2021;17;10532
22-02-2021;18;10357
22-02-2021;19;10064
22-02-2021;20;9935
22-02-2021;21;10136
22-02-2021;22;10466
22-02-2021;23;9875
22-02-2021;24;9524
23-02-2021;1;9304
23-02-2021;2;8928
23-02-2021;3;8700
23-02-2021;4;8561
23-02-2021;5;8569
23-02-2021;6;8623
23-02-2021;7;8743
23-02-2021;8;8933
23-02-2021;9;9386
23-02-2021;10;9838
23-02-2021;11;10141
23-02-2021;12;10318
23-02-2021;13;10471
23-02-2021;14;10559
23-02-2021;15;10661
23-02-2021;16;10744
23-02-2021;17;10643
23-02-2021;18;10526
23-02-2021;19;10221
23-02-2021;20;9990
23-02-2021;21;10147
23-02-2021;22;10444
23-02-2021;23;10258
23-02-2021;24;9858
24-02-2021;1;9368
24-02-2021;2;8959
24-02-2021;3;8657
24-02-2021;4;8533
24-02-2021;5;8457
24-02-2021;6;8530
24-02-2021;7;8683
24-02-2021;8;8855
24-02-2021;9;9326
24-02-2021;10;9905
24-02-2021;11;10253
24-02-2021;12;10437
24-02-2021;13;10535
24-02-2021;14;10618
24-02-2021;15;10788
24-02-2021;16;10751
24-02-2021;17;10745
24-02-2021;18;10525
24-02-2021;19;10206
24-02-2021;20;10029
24-02-2021;21;10241
24-02-2021;22;10509
24-02-2021;23;10191
24-02-2021;24;9710
25-02-2021;1;9344
25-02-2021;2;8922
25-02-2021;3;8667
25-02-2021;4;8536
25-02-2021;5;8448
25-02-2021;6;8510
25-02-2021;7;8712
25-02-2021;8;8904
25-02-2021;9;9361
25-02-2021;10;9870
25-02-2021;11;10202
25-02-2021;12;10391
25-02-2021;13;10505
25-02-2021;14;10678
25-02-2021;15;10810
25-02-2021;16;10850
25-02-2021;17;10879
25-02-2021;18;10611
25-02-2021;19;10282
25-02-2021;20;10073
25-02-2021;21;10212
25-02-2021;22;10431
25-02-2021;23;10260
25-02-2021;24;9846
26-02-2021;1;9469
26-02-2021;2;9139
26-02-2021;3;8858
26-02-2021;4;8721
26-02-2021;5;8637
26-02-2021;6;8623
26-02-2021;7;8837
26-02-2021;8;9104
26-02-2021;9;9576
26-02-2021;10;10080
26-02-2021;11;10382
26-02-2021;12;10587
26-02-2021;13;10617
26-02-2021;14;10814
26-02-2021;15;10911
26-02-2021;16;10922
26-02-2021;17;10796
26-02-2021;18;10522
26-02-2021;19;10179
26-02-2021;20;9997
26-02-2021;21;10222
26-02-2021;22;10460
26-02-2021;23;10254
26-02-2021;24;9931
27-02-2021;1;9505
27-02-2021;2;9176
27-02-2021;3;8913
27-02-2021;4;8757
27-02-2021;5;8631
27-02-2021;6;8586
27-02-2021;7;8660
27-02-2021;8;8692
27-02-2021;9;8836
27-02-2021;10;9280
27-02-2021;11;9576
27-02-2021;12;9768
27-02-2021;13;9896
27-02-2021;14;10021
27-02-2021;15;10025
27-02-2021;16;9877
27-02-2021;17;9783
27-02-2021;18;9656
27-02-2021;19;9552
27-02-2021;20;9465
27-02-2021;21;9739
27-02-2021;22;10052
27-02-2021;23;9787
27-02-2021;24;9412
28-02-2021;1;9035
28-02-2021;2;8690
28-02-2021;3;8442
28-02-2021;4;8247
28-02-2021;5;8120
28-02-2021;6;8078
28-02-2021;7;8099
28-02-2021;8;7973
28-02-2021;9;7946
28-02-2021;10;8287
28-02-2021;11;8594
28-02-2021;12;8834
28-02-2021;13;9034
28-02-2021;14;9257
28-02-2021;15;9322
28-02-2021;16;9271
28-02-2021;17;9182
28-02-2021;18;9176
28-02-2021;19;9099
28-02-2021;20;9153
28-02-2021;21;9516
28-02-2021;22;9904
28-02-2021;23;9674
28-02-2021;24;9167
01-03-2021;1;8803
01-03-2021;2;8516
01-03-2021;3;8303
01-03-2021;4;8193
01-03-2021;5;8122
01-03-2021;6;8157
01-03-2021;7;8411
01-03-2021;8;8830
01-03-2021;9;9410
01-03-2021;10;9936
01-03-2021;11;10267
01-03-2021;12;10459
01-03-2021;13;10589
01-03-2021;14;10701
01-03-2021;15;10812
01-03-2021;16;10829
01-03-2021;17;10724
01-03-2021;18;10441
01-03-2021;19;10070
01-03-2021;20;9993
01-03-2021;21;10316
01-03-2021;22;10448
01-03-2021;23;10112
01-03-2021;24;9676
02-03-2021;1;9197
02-03-2021;2;8829
02-03-2021;3;8614
02-03-2021;4;8469
02-03-2021;5;8414
02-03-2021;6;8465
02-03-2021;7;8676
02-03-2021;8;9010
02-03-2021;9;9538
02-03-2021;10;10092
02-03-2021;11;10376
02-03-2021;12;10489
02-03-2021;13;10486
02-03-2021;14;10522
02-03-2021;15;10611
02-03-2021;16;10705
02-03-2021;17;10684
02-03-2021;18;10472
02-03-2021;19;10117
02-03-2021;20;9837
02-03-2021;21;10158
02-03-2021;22;10316
02-03-2021;23;10010
02-03-2021;24;9655
03-03-2021;1;9221
03-03-2021;2;8812
03-03-2021;3;8572
03-03-2021;4;8480
03-03-2021;5;8429
03-03-2021;6;8490
03-03-2021;7;8637
03-03-2021;8;8774
03-03-2021;9;9381
03-03-2021;10;10045
03-03-2021;11;10508
03-03-2021;12;10496
03-03-2021;13;10537
03-03-2021;14;10635
03-03-2021;15;10700
03-03-2021;16;10804
03-03-2021;17;10731
03-03-2021;18;10496
03-03-2021;19;10197
03-03-2021;20;10059
03-03-2021;21;10335
03-03-2021;22;10596
03-03-2021;23;10231
03-03-2021;24;9718
04-03-2021;1;9158
04-03-2021;2;8787
04-03-2021;3;8537
04-03-2021;4;8410
04-03-2021;5;8279
04-03-2021;6;8269
04-03-2021;7;8529
04-03-2021;8;8888
04-03-2021;9;9395
04-03-2021;10;9982
04-03-2021;11;10154
04-03-2021;12;10365
04-03-2021;13;10588
04-03-2021;14;10777
04-03-2021;15;10950
04-03-2021;16;11019
04-03-2021;17;11016
04-03-2021;18;10873
04-03-2021;19;10469
04-03-2021;20;10271
04-03-2021;21;10467
04-03-2021;22;10676
04-03-2021;23;10392
04-03-2021;24;10003
05-03-2021;1;9631
05-03-2021;2;9188
05-03-2021;3;8903
05-03-2021;4;8762
05-03-2021;5;8735
05-03-2021;6;8779
05-03-2021;7;8947
05-03-2021;8;9316
05-03-2021;9;9943
05-03-2021;10;10426
05-03-2021;11;10696
05-03-2021;12;10776
05-03-2021;13;10847
05-03-2021;14;10913
05-03-2021;15;10871
05-03-2021;16;10863
05-03-2021;17;10721
05-03-2021;18;10406
05-03-2021;19;9967
05-03-2021;20;9939
05-03-2021;21;10181
05-03-2021;22;10376
05-03-2021;23;10083
05-03-2021;24;9288
06-03-2021;1;9470
06-03-2021;2;9143
06-03-2021;3;8935
06-03-2021;4;8749
06-03-2021;5;8696
06-03-2021;6;8671
06-03-2021;7;8686
06-03-2021;8;8717
06-03-2021;9;8979
06-03-2021;10;9353
06-03-2021;11;9702
06-03-2021;12;9893
06-03-2021;13;9970
06-03-2021;14;10023
06-03-2021;15;9985
06-03-2021;16;9878
06-03-2021;17;9795
06-03-2021;18;9661
06-03-2021;19;9572
06-03-2021;20;9552
06-03-2021;21;9990
06-03-2021;22;10127
06-03-2021;23;9885
06-03-2021;24;9461
07-03-2021;1;9036
07-03-2021;2;8683
07-03-2021;3;8427
07-03-2021;4;8308
07-03-2021;5;8258
07-03-2021;6;8220
07-03-2021;7;8179
07-03-2021;8;8127
07-03-2021;9;8200
07-03-2021;10;8498
07-03-2021;11;8649
07-03-2021;12;8905
07-03-2021;13;9172
07-03-2021;14;9384
07-03-2021;15;9460
07-03-2021;16;9407
07-03-2021;17;9282
07-03-2021;18;9195
07-03-2021;19;9123
07-03-2021;20;9255
07-03-2021;21;9753
07-03-2021;22;10099
07-03-2021;23;9786
07-03-2021;24;9418
08-03-2021;1;9034
08-03-2021;2;8655
08-03-2021;3;8478
08-03-2021;4;8349
08-03-2021;5;8302
08-03-2021;6;8402
08-03-2021;7;8637
08-03-2021;8;9149
08-03-2021;9;9764
08-03-2021;10;10283
08-03-2021;11;10597
08-03-2021;12;10795
08-03-2021;13;10923
08-03-2021;14;10960
08-03-2021;15;11066
08-03-2021;16;11114
08-03-2021;17;11031
08-03-2021;18;10851
08-03-2021;19;10419
08-03-2021;20;10270
08-03-2021;21;10567
08-03-2021;22;10749
08-03-2021;23;10458
08-03-2021;24;9928
09-03-2021;1;9434
09-03-2021;2;9037
09-03-2021;3;8771
09-03-2021;4;8636
09-03-2021;5;8619
09-03-2021;6;8678
09-03-2021;7;8887
09-03-2021;8;9221
09-03-2021;9;9828
09-03-2021;10;10284
09-03-2021;11;10429
09-03-2021;12;10498
09-03-2021;13;10512
09-03-2021;14;10718
09-03-2021;15;10866
09-03-2021;16;10949
09-03-2021;17;10861
09-03-2021;18;10624
09-03-2021;19;10158
09-03-2021;20;9975
09-03-2021;21;10289
09-03-2021;22;10385
09-03-2021;23;10128
09-03-2021;24;9664
10-03-2021;1;9146
10-03-2021;2;8807
10-03-2021;3;8580
10-03-2021;4;8423
10-03-2021;5;8392
10-03-2021;6;8436
10-03-2021;7;8687
10-03-2021;8;8996
10-03-2021;9;9478
10-03-2021;10;9953
10-03-2021;11;10174
10-03-2021;12;10279
10-03-2021;13;10345
10-03-2021;14;10498
10-03-2021;15;10468
10-03-2021;16;10414
10-03-2021;17;10350
10-03-2021;18;10066
10-03-2021;19;9727
10-03-2021;20;9652
10-03-2021;21;10037
10-03-2021;22;10094
10-03-2021;23;9891
10-03-2021;24;9524
11-03-2021;1;8986
11-03-2021;2;8636
11-03-2021;3;8390
11-03-2021;4;8269
11-03-2021;5;8259
11-03-2021;6;8270
11-03-2021;7;8519
11-03-2021;8;8956
11-03-2021;9;9581
11-03-2021;10;9882
11-03-2021;11;10039
11-03-2021;12;10076
11-03-2021;13;10222
11-03-2021;14;10302
11-03-2021;15;10357
11-03-2021;16;10353
11-03-2021;17;10407
11-03-2021;18;10095
11-03-2021;19;9871
11-03-2021;20;9879
11-03-2021;21;10210
11-03-2021;22;10338
11-03-2021;23;10015
11-03-2021;24;9534
12-03-2021;1;9142
12-03-2021;2;8776
12-03-2021;3;8524
12-03-2021;4;8403
12-03-2021;5;8369
12-03-2021;6;8398
12-03-2021;7;8664
12-03-2021;8;9071
12-03-2021;9;9640
12-03-2021;10;10104
12-03-2021;11;10330
12-03-2021;12;10467
12-03-2021;13;10566
12-03-2021;14;10646
12-03-2021;15;10612
12-03-2021;16;10608
12-03-2021;17;10507
12-03-2021;18;10158
12-03-2021;19;9915
12-03-2021;20;9800
12-03-2021;21;10052
12-03-2021;22;10162
12-03-2021;23;9898
12-03-2021;24;9520
13-03-2021;1;9132
13-03-2021;2;8786
13-03-2021;3;8491
13-03-2021;4;8359
13-03-2021;5;8240
13-03-2021;6;8212
13-03-2021;7;8292
13-03-2021;8;8339
13-03-2021;9;8545
13-03-2021;10;9056
13-03-2021;11;9457
13-03-2021;12;9664
13-03-2021;13;9828
13-03-2021;14;9914
13-03-2021;15;9849
13-03-2021;16;9680
